Data from JAZcentrevisible_14-20-14-165.txt Node
Date: Fri Jan 11 14:20:14 CET 2019
User: Mistral4
Spectrometer: JAZA2312
Trigger mode: 0
Integration Time (sec): 1.000000E0
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
521.614	-84.14
521.728	-84.14
521.842	-84.14
521.955	-150.38
522.069	-157.48
522.183	-6.06
522.297	95.67
522.41	1.04
522.524	1.04
522.638	-36.82
522.751	105.13
522.865	3.4
522.979	-55.75
523.092	10.5
523.206	95.67
523.319	17.6
523.433	10.5
523.546	150.09
523.66	27.06
523.773	-84.14
523.887	-100.7
524	-22.62
524.113	24.69
524.227	-34.45
524.34	1910.3
524.453	7259.57
524.566	7455.94
524.68	7415.72
524.793	7205.15
524.906	7183.86
525.019	7493.79
525.132	7517.45
525.245	7465.4
525.358	7560.04
525.471	7458.3
525.584	7515.08
525.697	7463.03
525.81	7635.74
525.923	7548.21
526.036	7583.69
526.149	7638.11
526.262	7616.82
526.375	7869.97
526.487	7406.25
526.6	7510.35
526.713	7633.38
526.826	7796.62
526.938	7782.43
527.051	7777.7
527.164	7756.4
527.276	7981.16
527.389	7813.19
527.501	7685.43
527.614	7955.14
527.727	7945.68
527.839	8021.38
527.951	7808.45
528.064	8016.65
528.176	7917.28
528.289	7919.65
528.401	8016.65
528.513	7635.74
528.626	7957.5
528.738	7697.26
528.85	8054.51
528.963	7926.75
529.075	8156.24
529.187	7985.9
529.299	7940.94
529.411	7806.09
529.523	7988.26
529.635	8014.29
529.747	8125.48
529.86	8253.24
529.972	8066.34
530.084	7938.58
530.195	7853.41
530.307	8127.85
530.419	7886.53
530.531	8262.7
530.643	8203.56
530.755	8267.44
530.867	8099.46
530.978	8196.46
531.09	8120.75
531.202	8224.85
531.314	8019.02
531.425	8016.65
531.537	8281.63
531.649	7978.8
531.76	8089.99
531.872	8191.73
531.983	8063.97
532.095	8345.51
532.206	8198.82
532.318	8354.97
532.429	8357.34
532.541	8248.51
532.652	8281.63
532.763	8362.07
532.875	7914.92
532.986	8052.14
533.097	8153.87
533.209	8430.68
533.32	8097.09
533.431	8191.73
533.542	8146.78
533.653	8369.17
533.765	8305.29
533.876	8485.1
533.987	8369.17
534.098	8430.68
534.209	8331.31
534.32	8354.97
534.431	8205.92
534.542	8641.25
534.653	8470.9
534.764	8501.66
534.874	8383.36
534.985	8343.14
535.096	8712.22
535.207	8295.83
535.318	8395.19
535.429	8366.8
535.539	8584.46
535.65	8395.19
535.761	8565.54
535.871	8615.22
535.982	8527.68
536.092	8525.32
536.203	8726.42
536.314	8336.05
536.424	8373.9
536.535	8496.93
536.645	8411.75
536.756	8475.63
536.866	8305.29
536.976	8773.73
537.087	8525.32
537.197	8518.22
537.307	8354.97
537.418	8629.42
537.528	8518.22
537.638	8546.61
537.748	8397.56
537.859	8619.95
537.969	8364.44
538.079	8402.29
538.189	8686.2
538.299	8459.07
538.409	8676.73
538.519	8428.32
538.629	8608.12
538.739	8712.22
538.849	8667.27
538.959	8511.12
539.069	8667.27
539.179	8896.76
539.289	8887.3
539.399	8612.85
539.508	8596.29
539.618	8631.78
539.728	8589.2
539.838	8835.25
539.947	8787.93
540.057	8690.93
540.167	8660.17
540.276	8679.1
540.386	8660.17
540.495	8861.27
540.605	8591.56
540.715	8832.88
540.824	8657.81
540.933	8769
541.043	8655.44
541.152	9033.98
541.262	8629.42
541.371	8747.71
541.48	8785.56
541.59	8896.76
541.699	8873.1
541.808	8733.51
541.918	9171.2
542.027	8906.22
542.136	8785.56
542.245	8785.56
542.354	8974.83
542.463	8780.83
542.573	8863.64
542.682	8894.39
542.791	8828.15
542.9	8929.88
543.009	8915.69
543.118	8795.03
543.227	8858.91
543.335	9090.76
543.444	9180.67
543.553	8809.22
543.662	9015.05
543.771	9133.35
543.88	8993.76
543.988	8823.42
544.097	8963.01
544.206	8851.81
544.314	9100.23
544.423	8877.83
544.532	9192.5
544.64	9041.08
544.749	8839.98
544.857	8813.95
544.966	8828.15
545.075	8849.44
545.183	9048.18
545.291	9197.23
545.4	8731.15
545.508	8799.76
545.617	8967.74
545.725	8740.61
545.833	8944.08
545.942	8873.1
546.05	9043.45
546.158	9284.77
546.266	9294.23
546.375	9057.64
546.483	8948.81
546.591	9102.59
546.699	9227.98
546.807	9145.18
546.915	8989.03
547.023	9244.55
547.131	9121.52
547.239	9455.11
547.347	9107.32
547.455	9093.13
547.563	9043.45
547.671	9175.94
547.779	9183.03
547.887	9199.59
547.994	8989.03
548.102	9168.84
548.21	9159.37
548.318	9282.4
548.425	9201.96
548.533	9218.52
548.641	9379.4
548.748	9355.74
548.856	9339.18
548.963	9549.74
549.071	9237.45
549.179	9443.28
549.286	9211.42
549.394	9272.94
549.501	9166.47
549.608	9381.77
549.716	9317.89
549.823	9438.55
549.931	9277.67
550.038	9244.55
550.145	9580.5
550.252	9209.06
550.36	9353.38
550.467	9372.3
550.574	9218.52
550.681	9280.03
550.788	9502.43
550.896	9589.96
