412.58	359.65	0.00020666	540.60	8591.6	3.7646e-05	715.25	7402.7	9.8268e-05
412.66	279.10	0.00026666	540.72	8832.9	3.6650e-05	715.42	7495.3	9.7095e-05
412.74	294.34	0.00025319	540.82	8657.8	3.7419e-05	715.59	7378.9	9.8668e-05
412.82	538.19	0.00013866	540.93	8769.0	3.6975e-05	715.76	7276.8	0.00010009
412.90	422.79	0.00017674	541.04	8655.4	3.7491e-05	715.92	7628.2	9.5521e-05
412.98	313.93	0.00023835	541.15	9034.0	3.5949e-05	716.09	7416.9	9.8284e-05
413.06	340.06	0.00022033	541.26	8629.4	3.7665e-05	716.26	7583.1	9.6170e-05
413.14	342.24	0.00021922	541.37	8747.7	3.7186e-05	716.43	7298.2	9.9966e-05
413.21	359.65	0.00020885	541.48	8785.6	3.7055e-05	716.60	7364.7	9.9105e-05
413.30	401.02	0.00018758	541.59	8896.8	3.6622e-05	716.77	7298.2	0.00010005
413.37	300.87	0.00025032	541.70	8873.1	3.6749e-05	716.94	7367.0	9.9157e-05
413.45	372.72	0.00020233	541.81	8733.5	3.7367e-05	717.10	7319.6	9.9839e-05
413.53	337.88	0.00022349	541.92	9171.2	3.5612e-05	717.27	7557.0	9.6743e-05
413.61	311.75	0.00024254	542.03	8906.2	3.6702e-05	717.44	7414.5	9.8643e-05
413.69	346.59	0.00021845	542.14	8785.6	3.7235e-05	717.61	7566.5	9.6702e-05
413.77	326.99	0.00023185	542.24	8785.6	3.7263e-05	717.78	7452.5	9.8223e-05
413.85	370.54	0.00020487	542.35	8974.8	3.6507e-05	717.95	7542.8	9.7087e-05
413.93	514.24	0.00014782	542.46	8780.8	3.7343e-05	718.11	7485.8	9.7865e-05
414.01	283.45	0.00026852	542.57	8863.6	3.7024e-05	718.28	7464.4	9.8187e-05
414.09	405.38	0.00018800	542.68	8894.4	3.6926e-05	718.45	7421.7	9.8793e-05
414.17	370.54	0.00020595	542.79	8828.2	3.7233e-05	718.62	7402.7	9.9088e-05
414.25	289.98	0.00026351	542.90	8929.9	3.6838e-05	718.79	7359.9	9.9705e-05
414.33	346.59	0.00022076	543.01	8915.7	3.6926e-05	718.96	7257.8	0.00010115
414.41	364.01	0.00021047	543.12	8795.0	3.7463e-05	719.12	7352.8	9.9882e-05
414.49	318.29	0.00024101	543.23	8858.9	3.7223e-05	719.29	7414.5	9.9093e-05
414.57	305.22	0.00025166	543.34	9090.8	3.6302e-05	719.46	7350.4	9.9998e-05
414.65	244.26	0.00031488	543.44	9180.7	3.5973e-05	719.63	7136.7	0.00010304
414.73	344.41	0.00022361	543.55	8809.2	3.7520e-05	719.80	7369.4	9.9821e-05
414.81	305.22	0.00025265	543.66	9015.0	3.6693e-05	719.96	7397.9	9.9478e-05
414.89	237.73	0.00032479	543.77	9133.3	3.6246e-05	720.13	7388.4	9.9647e-05
414.96	279.10	0.00027696	543.88	8993.8	3.6838e-05	720.30	7312.4	0.00010072
415.04	359.65	0.00021521	543.99	8823.4	3.7579e-05	720.47	7571.3	9.7321e-05
415.12	292.16	0.00026527	544.10	8963.0	3.7023e-05	720.63	7561.7	9.7483e-05
415.20	335.70	0.00023116	544.21	8851.8	3.7518e-05	720.80	7526.1	9.7984e-05
415.28	381.43	0.00020371	544.31	9100.2	3.6521e-05	720.97	7435.9	9.9214e-05
415.36	424.97	0.00018307	544.42	8877.8	3.7465e-05	721.14	7333.8	0.00010064
415.44	335.70	0.00023205	544.53	9192.5	3.6211e-05	721.31	7450.1	9.9105e-05
415.52	381.43	0.00020449	544.64	9041.1	3.6847e-05	721.47	7286.3	0.00010137
415.60	324.82	0.00024044	544.75	8840.0	3.7715e-05	721.64	7416.9	9.9631e-05
